;sample
x2425;303.1291756692607
x2426;330.2655896387019
x2427;294.22853381908834
x2428;234.40861584799163
x2429;336.0481041150382
x2430;280.722014555731
x2431;353.84216720426934
x2432;295.6524530821177
x2433;304.1370674001603
x2434;340.9908666741974
x2435;256.8705844800932
x2436;223.30306917682
x2437;415.16422356443024
x2438;312.8587344279325
x2439;290.0778463140319
x2440;370.2190231209895
x2441;255.97358645143896
x2442;272.44092941041254
x2443;286.79927003227317
x2444;290.3149945891116
x2445;270.94326207895904
x2446;246.23903048705222
x2447;281.0739351348328
x2448;246.20254765144986
x2449;241.7910348727948
x2450;312.87682348231687
x2451;237.82276505856146
x2452;292.9873835192109
x2453;371.1203173888492
x2454;286.2150559842771
x2455;328.48762686305076
x2456;219.75669108995558
x2457;279.33379874894297
x2458;257.601862535694
x2459;227.26574072007094
x2460;314.65127026768033
x2461;392.3898664969941
x2462;292.80687445392624
x2463;241.92093846134142
x2464;402.76812330461274
x2465;309.4598698760604
x2466;253.62302501083877
x2467;365.5998546802967
x2468;274.964710463464
x2469;334.2732991148903
x2470;351.7685148020602
x2471;372.902553622988
x2472;309.4388397892332
x2473;315.2084108973125
x2474;207.72244677548414
x2475;227.5494775832539
x2476;245.80428259228697
x2477;308.14485217381997
x2478;232.99108410811317
x2479;292.9642866191494
x2480;295.3266959610313
x2481;365.0685099421694
x2482;299.6945012997723
x2483;343.4421590480541
x2484;324.4716769132773
x2485;366.9780283517196
x2486;302.043617579748
x2487;243.82851149878366
x2488;291.0630835062637
x2489;280.59690770399385
x2490;235.98619067031285
x2491;342.36300553148806
x2492;369.82633201760876
x2493;319.27166710165665
x2494;291.98844547015284
x2495;277.30954504710377
x2496;282.4522480786257
x2497;276.73951636641493
x2498;223.55182522228785
x2499;300.6041479435262
x2500;240.40937030649545
x2501;296.46384578862524
x2502;278.3629236740501
x2503;396.5527744748032
x2504;337.2740478329868
x2505;275.000244600867
x2506;320.7420371216051
x2507;224.80981346462394
x2508;318.6581845944802
x2509;371.5921178191592
x2510;298.50034845601147
x2511;263.21250575208046
x2512;266.32724435172963
x2513;315.07750712213317
x2514;412.1516719126222
x2515;324.96879662519154
x2516;267.3046008305686
x2517;334.76303358672845
x2518;210.29144903911703
x2519;345.66548188512616
x2520;284.2863946773281
x2521;357.25739870881773
x2522;229.0223263815403
x2523;312.66567434863174
x2524;205.14382254705416
x2525;355.0882702782946
x2526;271.7709823835732
x2527;279.70954432566685
x2528;370.1179398233662
x2529;280.1221082253046
x2530;340.056024439045
x2531;358.60329581811214
x2532;248.22904845824817
x2533;331.96603868515535
x2534;288.87265121123977
x2535;333.28525739051935
x2536;280.94285326701555
x2537;282.68480264192135
x2538;251.1926576815803
x2539;336.10268658757633
x2540;219.41888437184053
x2541;364.92159690267334
x2542;270.8777920502062
x2543;419.90022471167225
x2544;278.34591707760427
x2545;297.30735319645817
x2546;298.4027538309167
x2547;321.59990087001637
x2548;288.25437581707314
x2549;265.55373520732473
x2550;260.01070660084554
x2551;283.991544051821
x2552;257.4676289064155
x2553;348.1268173477998
x2554;313.01357608898434
x2555;319.86571521820764
x2556;357.45885120933417
x2557;386.7036022417682
x2558;319.1570445604113
x2559;276.6894811822292
x2560;299.58690588815256
x2561;313.8265293440501
x2562;404.3738891898829
x2563;338.21554517994974
x2564;334.1871354589861
x2565;292.8135717706916
x2566;263.9114610833187
x2567;336.5502822132225
x2568;271.68071583462086
x2569;288.2797677790168
x2570;257.73696830309086
x2571;314.7562932352503
x2572;280.4655860227831
x2573;258.3680810628461
x2574;224.59552495986003
x2575;373.3756581437856
x2576;346.6439361949157
x2577;293.5494183582402
x2578;234.76774443609918
x2579;365.4583441111154
x2580;268.7342303892384
x2581;269.2348252906887
x2582;283.0620646168156
x2583;296.5809279440156
x2584;319.6221840582231
x2585;295.4296589868697
x2586;272.3782495171364
x2587;414.22636035993264
x2588;237.38642904595864
x2589;240.98366874978188
x2590;275.8147636949897
x2591;233.81992955466526
x2592;266.7838051677327
x2593;254.80188144265523
x2594;305.2990533591696
x2595;313.96303018685296
x2596;315.7219862433172
x2597;381.0098559616255
x2598;349.45453279918877
x2599;361.2835208751563
x2600;302.53344815978244
x2601;310.4064619205683
x2602;268.0884013854336
x2603;334.06628236089125
x2604;225.69159675582932
x2605;260.8899178178089
x2606;229.48202511806866
x2607;359.52391365856516
x2608;324.1395855097518
x2609;307.02403221420457
x2610;258.4047893652581
x2611;222.06010498439923
x2612;235.90476481710274
x2613;260.3983318355241
x2614;222.25720405398715
x2615;354.46413259477873
x2616;349.78684359884977
x2617;227.30834113589626
x2618;244.61769624696012
x2619;340.7092615824132
x2620;247.52562505027646
x2621;321.73642502260486
x2622;281.2155928838677
x2623;309.78869770663323
x2624;234.82186746815876
x2625;283.6428947908373
x2626;232.96418999820088
x2627;214.33133353896304
x2628;277.65253517478794
x2629;308.9163150999774
x2630;322.66179233752473
x2631;267.79872670320134
x2632;308.9807650815195
x2633;273.7666800275714
x2634;254.9963905222471
x2635;239.39012587633138
x2636;370.1133806756446
x2637;283.0971685191072
x2638;379.24794379427715
x2639;308.38517828573924
x2640;388.08419239261764
x2641;300.50043813264205
x2642;242.77472507897318
x2643;334.6327012331207
x2644;231.26338420990533
x2645;387.3361486779034
x2646;273.6369505869237
x2647;295.33993217165465
x2648;306.9910351754243
x2649;249.98124152807708
x2650;290.6572210880286
x2651;392.03072524192714
x2652;284.2880861798547
x2653;273.73069752920554
x2654;306.7075911848058
x2655;201.60027515403425
x2656;257.74479653399453
x2657;295.716229696238
x2658;280.3643818742979
x2659;295.3285406025613
x2660;305.10626290031837
x2661;215.8861113543237
x2662;309.47655643568646
x2663;279.2229840540265
x2664;264.3884851443749
x2665;301.08143653701114
x2666;231.27383045482296
x2667;296.8103088203907
x2668;312.49266275523627
x2669;313.8629350870949
x2670;265.29950462459107
x2671;405.980889983149
x2672;315.2658205493665
x2673;383.93238196127925
x2674;273.81957733559295
x2675;332.8314706829257
x2676;322.5722650458114
x2677;208.03712164381992
x2678;337.4765205848658
x2679;294.0897519045951
x2680;360.6939650723226
x2681;322.4700711198794
x2682;366.1808040446316
x2683;345.0426141745743
x2684;295.84110764542913
x2685;267.99862713360096
x2686;340.32305183918385
x2687;249.6723543586294
x2688;227.12607917892345
x2689;306.8549389059149
x2690;427.8756227615187
x2691;253.215749663968
x2692;331.15514842467985
x2693;416.2491532253657
x2694;305.42406511562956
x2695;320.5905188530174
x2696;289.85469213750315
x2697;204.2851221975182
x2698;250.57409488201597
x2699;357.8526146952952
x2700;395.60738909898697
x2701;207.35084009241285
x2702;329.89156397152533
x2703;330.8247587064715
x2704;445.9747579967631
x2705;349.7442242301597
x2706;277.6658758393966
x2707;307.8015128798849
x2708;283.22945977048266
x2709;245.76183339458447
x2710;251.353455095983
x2711;256.3423044949522
x2712;255.27521990328228
x2713;326.1562466975312
x2714;341.8041704108571
x2715;310.9863682789696
x2716;240.5617879193885
x2717;280.5943161522622
x2718;265.2162510091949
x2719;276.2867906210552
x2720;303.12578201917853
x2721;313.54699277541204
x2722;350.83293509462345
x2723;301.7109071660405
x2724;323.1011323497524
x2725;271.7432704110696
x2726;312.4534590359192
x2727;315.0345924612268
x2728;274.00169807433485
x2729;255.99323207939307
x2730;410.9229179306709
x2731;392.9667329867241
x2732;313.978742627194
x2733;324.35785605281126
x2734;242.2616869785308
x2735;241.9126565928404
x2736;279.06452318912767
x2737;342.0442468624602
x2738;315.44833918464786
x2739;359.76544601912934
x2740;362.8862721849958
x2741;266.41602762043215
x2742;298.5972406617705
x2743;297.9907085666538
x2744;302.3598736637656
x2745;275.23927095580774
x2746;302.84403489671905
x2747;331.79061987141813
x2748;320.39005311636873
x2749;310.70039322619425
x2750;287.06822455941904
x2751;325.741200022348
x2752;221.23404762196878
x2753;261.6620863805708
x2754;277.113197905924
x2755;249.16640152769025
x2756;237.88971654965002
x2757;298.7241864880195
x2758;293.21971691969355
x2759;206.5168811099677
x2760;252.06343511267562
x2761;331.25021690541377
x2762;232.03853317576989
x2763;313.77574392669516
x2764;266.50389704365824
x2765;364.69734848869587
x2766;277.9194680533104
x2767;232.47642284324877
x2768;272.94411897257095
x2769;302.81081727243895
x2770;291.80951281677216
x2771;337.10860027437576
x2772;327.81441081494444
x2773;284.24817115731213
x2774;304.66086675727956
x2775;311.4477928297862
x2776;311.8166229112715
x2777;381.88309353645343
x2778;387.45289116652054
x2779;279.49457184989853
x2780;273.8129478258785
x2781;316.58853839099834
x2782;296.23937772779936
x2783;327.33387694572565
x2784;283.4616726531542
x2785;273.7667630713016
x2786;280.05383756199467
x2787;448.1404681964647
x2788;275.8850884921844
x2789;255.25774531860674
x2790;264.2914932741817
x2791;335.56383856707697
x2792;303.44935883094064
x2793;297.1594096134757
x2794;196.5749077218778
x2795;271.60878069298167
x2796;274.19493390420786
x2797;286.76048377936945
x2798;233.60660150244416
x2799;257.48804660667355
x2800;352.7673744938641
x2801;449.6405014250396
x2802;385.7654512755729
x2803;281.256344742856
x2804;282.9148776001359
x2805;221.2052651906756
x2806;297.7332575994259
x2807;439.6114171531108
x2808;356.07679984020507
x2809;302.59067904918834
x2810;317.6591792467867
x2811;308.21788528409655
x2812;231.07594772908453
x2813;325.0703805790215
x2814;312.3217057853896
x2815;287.96310684337436
x2816;285.27419214226074
x2817;307.20252721741895
x2818;269.71901915442277
x2819;312.28057259419046
x2820;302.0668344939463
x2821;444.60275292575767
x2822;294.5377649168621
x2823;225.881937221504
x2824;207.52599413045832
x2825;215.86525945006625
x2826;257.4839456030706
x2827;269.3617100223434
x2828;307.2531116010583
x2829;330.7399273485838
x2830;314.82841631850397
x2831;404.8680742993303
x2832;298.8681985656882
x2833;244.90683620605347
x2834;362.2333227205057
x2835;372.63960785757286
x2836;276.030108789482
x2837;358.7211259566053
x2838;278.951858245328
x2839;317.2483346114533
x2840;343.31727487988366
x2841;370.73540204526154
x2842;278.08956572829106
x2843;262.7982430269127
x2844;199.57240848320313
x2845;259.13297366173936
x2846;398.634908216266
x2847;310.484341744071
x2848;284.21818661516204
x2849;242.15335792870195
x2850;239.72443582519642
x2851;243.56683323995455
x2852;362.6994844683568
x2853;401.59232367742646
x2854;247.80236174082793
x2855;304.6075908607845
x2856;280.7616370518937
x2857;291.1112970567923
x2858;272.0959991812577
x2859;315.40436501157865
x2860;232.96012181170985
x2861;309.2349672005213
x2862;288.63929779579644
x2863;279.75418479017907
x2864;237.90267090243879
x2865;273.64500759080215
x2866;310.08926617440494
x2867;324.1778225096932
x2868;359.3143737800979
x2869;310.2976611717979
x2870;302.6503423137315
x2871;357.7805741187111
x2872;349.791793912049
x2873;271.61938586972377
x2874;341.79607477320167
x2875;382.68765722771894
x2876;360.76752516152237
x2877;240.6808458140956
x2878;287.8771110961055
x2879;241.8507998122523
x2880;290.8134043120961
x2881;267.3781827656527
x2882;278.1336157974177
x2883;233.8071397626987
x2884;285.00795227336204
x2885;213.1834889776909
x2886;381.0806822389856
x2887;283.1429038759786
x2888;315.3941443465471
x2889;247.25978750345132
x2890;339.1503716030377
x2891;290.68034566275395
x2892;375.89960409874953
x2893;299.5803556705189
x2894;317.43627928806984
x2895;327.4766069864969
x2896;334.9956417117483
x2897;288.9744475955767
x2898;349.8464688893929
x2899;291.9119422010862
x2900;334.85429194081803
x2901;219.76014825687878
x2902;305.7790523756959
x2903;302.1559838787507
x2904;299.7694370498645
x2905;308.9199592656559
x2906;321.7658927369192
x2907;291.4468774001266
x2908;205.92688330010859
x2909;322.9812397624413
x2910;269.5496289330177
x2911;300.6062744093833
x2912;244.7966814131508
x2913;314.7564080233011
x2914;306.7189279027283
x2915;301.13021615674234
x2916;279.4879918345521
x2917;336.8562476214304
x2918;313.7803470097722
x2919;273.2989286981011
x2920;210.78917917933663
x2921;270.8801543572025
x2922;291.10022896760535
x2923;303.1795286229587
x2924;321.2618733300878
x2925;358.64024497396707
x2926;248.2652985671568
x2927;289.3077929023814
x2928;352.9152613422333
x2929;367.3469789235114
x2930;290.6175993481616
x2931;283.17548985614013
x2932;439.7218642205484
x2933;314.06267043633096
x2934;372.7805830539885
x2935;212.95825486226428
x2936;374.8618576629938
x2937;284.11742108383123
x2938;282.95473449482637
x2939;244.0358722353113
x2940;300.1735363465197
x2941;302.7725303984589
x2942;449.9051152621929
x2943;301.22153484258325
x2944;229.53413651527666
x2945;313.0405680876658
x2946;389.9226386455826
x2947;234.42314030607136
x2948;385.9095091387817
x2949;318.52831260486255
x2950;277.8245860532281
x2951;338.55515074386284
x2952;338.6530816843038
x2953;258.50559900062063
x2954;233.52510009373543
x2955;356.73068250415076
x2956;284.11599660022125
x2957;293.36659546591426
x2958;298.17556711531194
x2959;254.15000946223657
x2960;229.0814082753002
x2961;345.89837068236636
x2962;313.37795384223887
x2963;260.7311534359381
x2964;273.3337603735861
x2965;341.06213316048695
x2966;259.33908635722645
x2967;254.99767734316
x2968;333.5189669307812
x2969;302.9690481238301
x2970;303.9425470336829
x2971;232.7335924440048
x2972;264.18265409859526
x2973;356.02627045493404
x2974;307.98463017670446
x2975;274.47190932340374
x2976;331.3143498813961
x2977;214.94100999644843
x2978;281.7861267518755
x2979;247.61818276079683
x2980;266.66580466731205
x2981;332.5257801374827
x2982;354.3606145243268
x2983;258.01016333829193
x2984;330.1726805410352
x2985;310.16281444209164
x2986;329.4606415720229
x2987;352.16263487657244
x2988;268.8909018349199
x2989;269.35419493508584
x2990;280.5469883194546
x2991;292.301657245089
x2992;306.4872301371234
x2993;307.3338103099853
x2994;341.87026587081516
x2995;299.55953950920446
x2996;253.94568979009372
x2997;273.8823214955901
x2998;315.79763897988573
x2999;276.68211058886016
x3000;307.93701352261974
x3001;326.01194587263086
x3002;291.73469506873346
x3003;253.54730900215213
x3004;305.8111901938179
x3005;342.794840445971
x3006;271.5654009378967
x3007;222.756258997656
x3008;367.455416406375
x3009;318.28505145578464
x3010;241.33211311664064
x3011;368.27084005553667
x3012;381.78294747366925
x3013;253.1327455828744
x3014;245.59035626859446
x3015;283.60295152590754
x3016;302.4792145290557
x3017;207.72319638467255
x3018;259.2489827733269
x3019;355.088426344911
x3020;237.11283820774338
x3021;439.36572682520966
x3022;256.782577250995
x3023;348.8427878239154
x3024;393.09151420413184
x3025;317.73069432918885
x3026;282.47000997372675
x3027;361.0002705617286
x3028;240.48282608002862
x3029;253.1335794514074
x3030;230.34303003245708
x3031;435.7135834980824
x3032;335.0737139190937
x3033;293.97827480689864
x3034;283.80842716133276
x3035;189.82384275524626
x3036;304.70853792746686
x3037;293.3413011274623
x3038;367.5261915886597
x3039;324.69610458380726
x3040;337.0890172318254
x3041;238.60599947607466
x3042;275.95446455605634
x3043;373.6624321855757
x3044;309.37689714123445
x3045;322.7802231056984
x3046;235.15179707282908
x3047;398.2078273828303
x3048;420.2806025880434
x3049;292.8094364549216
x3050;253.77145464117334
x3051;354.62933622003277
x3052;339.44126654512644
x3053;321.51735996916193
x3054;263.7684804060358
x3055;384.31182603704724
x3056;329.17884031373376
x3057;290.9693436563822
x3058;212.4106609512826
x3059;239.8748409368732
x3060;229.27607676008708
x3061;293.04677864006715
x3062;223.04276141104702
x3063;247.35101603668537
x3064;329.62097776965595
x3065;336.16820089885516
x3066;258.7198335781518
x3067;315.26983755356804
x3068;319.1763583371354
x3069;303.36621378780234
x3070;233.3234402750673
x3071;240.5650465394295
x3072;246.21634396807025
x3073;425.4149734286995
x3074;253.79306686844274
x3075;282.6375470248197
x3076;275.81602155887555
x3077;257.02783147711875
x3078;300.1154094319591
x3079;319.4148173801086
x3080;242.14600510616177
x3081;325.7951255056217
x3082;291.17087246418896
x3083;299.50343771318984
x3084;209.00622904028842
x3085;373.9851217343108
x3086;337.6532404470243
x3087;342.42558138165475
x3088;308.06140638934517
x3089;271.1965036297336
x3090;440.26410391461854
x3091;386.4587892487013
x3092;426.9071760881775
x3093;239.44342728254085
x3094;240.7110385483337
x3095;291.1637018001716
x3096;332.0731088544429
x3097;300.94792892139236
x3098;269.9174096110839
x3099;261.440786311567
x3100;323.8045448257127
x3101;267.71115479921855
x3102;298.9099902071701
x3103;301.6638191846614
x3104;223.54896818894156
x3105;281.28088347070064
x3106;282.3831129348717
x3107;264.5420783274124
x3108;360.22393106072155
x3109;201.28383883805722
x3110;307.0564417343991
x3111;284.11516788937155
x3112;332.35859178211666
x3113;355.645385623104
x3114;276.8387690753224
x3115;356.0644543973264
x3116;446.11189628173275
x3117;315.33468229218204
x3118;399.5885801762947
x3119;254.13860008055872
x3120;320.26769522290783
x3121;428.42733507797413
x3122;299.48094683780363
x3123;352.26046848376404
x3124;269.1341794153274
x3125;309.8906641632549
x3126;296.80077173944954
x3127;329.3752210158056
x3128;257.0687558500635
x3129;299.1969036293616
x3130;299.9821730579081
x3131;291.00031694075705
x3132;304.3167681100634
x3133;289.62771670203426
x3134;314.11937364564216
x3135;308.8324716151352
x3136;321.8502070945309
x3137;275.5382134691632
x3138;290.17241123518676
x3139;290.9088114606029
x3140;226.92977855901037
x3141;379.4877893101555
x3142;266.538151796818
x3143;278.36832550019176
x3144;248.08503265009153
x3145;289.7476746376871
x3146;248.97722164765963
x3147;255.6574410573851
x3148;330.3156412046867
x3149;232.33481826836214
x3150;319.28627574729626
x3151;258.6808383879967
x3152;356.89279325795457
x3153;348.2111268534534
x3154;227.5855199943578
x3155;284.0806584797961
x3156;298.63703816718026
x3157;287.60538674017255
x3158;369.7658894006901
x3159;273.04312699325925
x3160;185.7385504584903
x3161;279.92947926741
x3162;315.4134914191623
x3163;278.794397093128
x3164;340.69744453131483
x3165;299.89523579681105
x3166;336.97648016617586
x3167;294.66530359171776
x3168;287.19866183182944
x3169;240.93111149523202
x3170;389.78709785992334
x3171;311.74917203272935
x3172;274.513381269824
x3173;229.63844405190284
x3174;295.22031344104715
x3175;344.82930411637864
x3176;270.0246546186889
x3177;224.6100083475237
x3178;295.7417947632954
x3179;269.581374470179
x3180;318.59448033370535
x3181;343.96731424047636
x3182;296.43894526376283
x3183;349.820028198714
x3184;289.18926327127696
x3185;346.552122106505
x3186;232.115770494081
x3187;258.328178390022
x3188;269.4402412632433
x3189;297.10661910164976
x3190;366.1805606962214
x3191;292.2188307479787
x3192;313.24455518172215
x3193;302.54449187945335
x3194;280.18123079669533
x3195;312.10340086299027
x3196;347.1029465649402
x3197;315.10117292329284
x3198;365.382240949393
x3199;327.1081839918551
x3200;334.9447986664703
x3201;264.9917228240131
x3202;269.7858224523286
x3203;265.03270188132996
x3204;388.7155520409776
x3205;269.8076875862532
x3206;229.26537370502683
x3207;270.4476236282247
x3208;384.96210733058876
x3209;331.8058529793443
x3210;346.6077954797765
x3211;331.3444445834433
x3212;216.716923416081
x3213;305.6689354468968
x3214;392.6115763689015
x3215;293.4927347411603
x3216;236.63420167132531
x3217;315.57712707688995
x3218;227.02613640955616
x3219;215.3262038206127
x3220;279.9890038447146
x3221;302.00998902964545
x3222;315.9061501961274
x3223;365.04250466293286
x3224;194.9176327774416
x3225;308.1782486316682
x3226;306.62752656201377
x3227;328.08658008450413
x3228;369.76097872065804
x3229;263.206890915765
x3230;286.5527801056601
x3231;347.1705266514548
x3232;246.65806489455792
x3233;295.54831358356347
x3234;288.0844388767809
x3235;333.53379070763145
x3236;375.05775651815526
x3237;310.7687815772947
x3238;222.79238501093351
x3239;181.81371055104722
x3240;313.4472160271597
x3241;249.38511095387273
x3242;312.0886920619393
x3243;262.6847354684165
x3244;335.9229936309631
x3245;313.94699503648343
x3246;260.1844214398901
x3247;191.98098404766054
x3248;323.5157521621681
x3249;280.1696969297283
x3250;342.4655409689087
x3251;322.151219718531
x3252;342.16359401323103
x3253;310.396625594923
x3254;268.78698012199845
x3255;227.16353858590332
x3256;276.9634613605444
x3257;322.4444067913823
x3258;338.7194323353745
x3259;286.87461877080483
x3260;345.9922864642295
x3261;306.00809920825554
x3262;228.7533024541508
x3263;228.87732369425305
x3264;291.98621975730964
x3265;331.03605634279916
x3266;340.51395523590486
x3267;250.17778458158745
x3268;339.3889893293762
x3269;297.0435449224233
x3270;353.12743527502056
x3271;319.3648683243398
x3272;319.24649050315304
x3273;371.9795639349299
x3274;233.00789733797507
x3275;373.70564066517585
x3276;269.50610540211125
x3277;284.54338669066055
x3278;240.77041618122422
x3279;270.0698019314782
x3280;295.7820084974814
x3281;316.4340634507377
x3282;384.20613660393263
x3283;262.45926870048663
x3284;336.19924375981464
x3285;298.38656956375394
x3286;265.5645582348272
x3287;304.794362920256
x3288;337.56030687842656
x3289;284.50136532682114
x3290;251.40791406573533
x3291;272.81600664790784
x3292;350.9506363555101
x3293;357.220499860622
x3294;287.8816980373782
x3295;244.22300879485368
x3296;286.6289680534744
x3297;331.4546658137998
x3298;242.3459586952019
x3299;343.4254929379045
x3300;198.32785877942428
x3301;305.74920876773047
x3302;281.77130449205964
x3303;298.31288430025927
x3304;278.4452598819591
x3305;311.0333102785095
x3306;349.45127250680116
x3307;227.86151398524197
x3308;318.8497281430306
x3309;275.44631946787445
x3310;341.80013727144654
x3311;273.9350000657165
x3312;347.31162984128287
x3313;355.9960439059537
x3314;261.350185101307
x3315;193.86917909053278
x3316;335.2943026566628
x3317;307.95301621605756
x3318;327.7536210146279
x3319;247.86067544251011
x3320;336.45559296028523
x3321;320.3432706213542
x3322;229.4621777693382
x3323;311.329463829543
x3324;271.0686433294513
x3325;448.3923879207916
x3326;391.1617807061279
x3327;239.89151065167852
x3328;305.5911180650478
x3329;249.02464062136625
x3330;263.78314549977637
x3331;329.93397722190525
x3332;300.2363016613351
x3333;262.8237498252482
x3334;291.577181198925
x3335;374.7517527013322
x3336;331.06798563119764
x3337;392.0346758012342
x3338;371.3145743905699
x3339;334.7868453953013
x3340;292.64844879047143
x3341;233.59418384082508
x3342;354.2715857134948
x3343;238.68039728185775
x3344;354.123303120234
x3345;298.9192244970081
x3346;298.4899502726058
x3347;265.1390096166249
x3348;289.07137460369376
x3349;188.71326969107295
x3350;313.1531339692684
x3351;340.90296376411214
x3352;284.9664037927166
x3353;472.6009187040521
x3354;328.1973830824776
x3355;314.8656885587597
x3356;272.1652882123016
x3357;331.72708044409546
x3358;260.60815420674294
x3359;319.83087934488054
x3360;282.5385313518911
x3361;284.89629888549047
x3362;337.2217421851305
x3363;274.34483666317806
x3364;293.7493742377087
x3365;489.9431935908225
x3366;184.85050478082138
x3367;372.6512041966521
x3368;326.44662548885543
x3369;342.3775458052622
x3370;233.2157616701352
x3371;293.66863087900356
x3372;301.66530820804155
x3373;336.9591693692324
x3374;367.9932746777141
x3375;274.79035008171275
x3376;274.8620674929113
x3377;291.4959705381317
x3378;374.700772543921
x3379;286.4152031749755
x3380;339.20391593025744
x3381;244.20568303707046
x3382;279.7567235822872
x3383;286.3567213742308
x3384;355.81839526179067
x3385;358.33893029319387
x3386;457.04297744611466
x3387;374.5728366049965
x3388;321.82097332205973
x3389;362.3966330469323
x3390;312.48918454026517
x3391;322.7334645717985
x3392;195.3516610837268
x3393;270.7695597793907
x3394;221.92540777406606
x3395;262.327240641953
x3396;261.6564985604156
x3397;378.043705739187
x3398;257.99968401313043
x3399;340.44188888194014
x3400;299.8271785439642
x3401;376.34628227682896
x3402;273.17660884030346
x3403;331.7649774542884
x3404;280.9268347213689
x3405;295.7490385408921
x3406;285.1455638324654
x3407;250.42203841994944
x3408;272.1674311449095
x3409;249.03309885717977
x3410;268.3732269352588
x3411;273.6023652208268
x3412;202.89022647663464
x3413;389.0614596257033
x3414;299.01821289946446
x3415;358.50082942969175
x3416;345.9738995506377
x3417;319.7709087063453
x3418;347.58393455285875
x3419;298.2939464930637
x3420;333.1907068948348
x3421;376.4759945026226
x3422;273.73666872235475
x3423;273.8476885474859
x3424;291.29591258588346
x3425;236.17893809836528
x3426;319.9428814073446
x3427;344.38771309534314
x3428;222.74068410471656
x3429;303.668767915837
x3430;346.15651612883937
x3431;347.33886778046053
x3432;316.9933758507268
x3433;298.478004791363
x3434;293.02435263087096
x3435;321.2329348843234
x3436;364.22104379448484
x3437;278.8897448258651
x3438;315.8376831816247
x3439;232.7740578790332
x3440;277.0183522032116
x3441;392.25097867409147
x3442;292.30337963436966
x3443;323.79491945564695
x3444;253.06469458086593
x3445;217.31128856232388
x3446;357.02814504557256
x3447;348.5408764604915
x3448;298.8177206141407
x3449;294.926614739786
x3450;235.28549924315007
x3451;231.70919518248462
x3452;259.7994345776365
x3453;331.28507800066075
x3454;265.3293784146982
x3455;412.4951162546695
x3456;282.2161718999664
x3457;268.4946599258519
x3458;278.532501415569
x3459;435.79123499851363
x3460;266.0275846317579
x3461;239.96707127118555
x3462;330.6756454855195
x3463;272.9473146132796
x3464;230.78873507239499
x3465;284.1603241778536
x3466;274.2004584508755
x3467;301.08514044208397
x3468;272.69026114746487
x3469;306.52581611554166
x3470;277.5881171592969
x3471;275.0812682646465
x3472;350.9257885346147
x3473;236.70934699366583
x3474;273.96534110518957
x3475;281.09840034023335
x3476;264.1615078454856
x3477;408.30651302856256
x3478;351.6807146646119
x3479;297.7969620457291
x3480;312.5090631966098
x3481;331.21095904357315
x3482;297.8346253608915
x3483;313.60120946574625
x3484;295.2997142104427
x3485;325.3632531795972
x3486;299.813984816268
x3487;292.01390192007113
x3488;276.2365977861777
x3489;330.07489666231515
x3490;208.3533908940986
x3491;354.03312444037715
x3492;264.06841607005686
x3493;212.65228260561852
x3494;284.2500519126552
x3495;353.1906083207576
x3496;320.8877977733517
x3497;286.98013455259286
x3498;256.94718901972044
x3499;246.0157703891669
x3500;225.59196428220028
x3501;272.4863722702341
x3502;288.3025223847237
x3503;272.35901997023615
x3504;254.25441524496782
x3505;284.6490098459322
x3506;260.129184734515
x3507;279.82533381755167
x3508;337.1275936835584
x3509;321.74988584066904
x3510;415.5741534893414
x3511;201.5041662275737
x3512;333.9246511768532
x3513;272.86375426232127
x3514;302.33792326178235
x3515;276.86327695731705
x3516;274.44092854693736
x3517;301.22423618532844
x3518;298.70530403573724
x3519;280.18078992787133
x3520;320.8965798867696
x3521;354.0064436032393
x3522;280.6418305978223
x3523;225.06339222543437
x3524;346.41579022368245
x3525;277.28454024496915
x3526;249.62640677545915
x3527;242.99829300403565
x3528;404.45718972660256
x3529;315.33103250136816
x3530;246.23009737990665
x3531;292.2765880745592
x3532;356.7226816743818
x3533;249.32875169916178
x3534;296.8753585165272
x3535;236.83427027325556
x3536;361.17524936203364
x3537;415.04091589389253
x3538;276.45397365652934
x3539;336.104369204263
x3540;336.8829595089938
x3541;293.0210527048298
x3542;307.70342409816345
x3543;297.0802100383967
x3544;317.7377399466112
x3545;346.00470828891014
x3546;293.40729697478884
x3547;271.9804962307029
x3548;278.07491281607355
x3549;423.9976823925408
x3550;284.2777140167437
x3551;274.5145928594992
x3552;284.9084097186597
x3553;259.067364181371
x3554;267.6411012749788
x3555;306.77312132266724
x3556;279.73505317173584
x3557;255.20451281871115
x3558;257.7875198283439
x3559;246.22731236964748
x3560;419.30954152831805
x3561;270.8172295440057
x3562;369.7111428857662
x3563;279.46984768753344
x3564;291.9445308878972
x3565;346.80183029971386
x3566;355.25138669816846
x3567;330.88298603838376
x3568;273.1872875716891
x3569;281.7859673730598
x3570;295.77803172670343
x3571;269.8908637225362
x3572;322.79592561999556
x3573;333.95906081547815
x3574;237.15336352433414
x3575;306.9866232699247
x3576;281.44863615327444
x3577;306.3494933953751
x3578;280.0704830627089
x3579;268.0977837837115
x3580;344.6319332998053
x3581;391.3644635258803
x3582;250.26901718401945
x3583;367.5481193161952
x3584;332.6829109994489
x3585;259.2796482837666
x3586;272.45763360850617
x3587;226.96607382775113
x3588;234.11282459979532
x3589;300.73329088382843
x3590;228.09307342829575
x3591;314.29583797287665
x3592;268.67917570155913
x3593;221.13535808930106
x3594;301.7579232381276
x3595;314.73944793971174
